Affected user,Time,User full name,Event context,Component,Event name,Description,IP address,Origin
-,"19 Feb, 21:56",R8Tv0hcc,Forum: News forum,Forum,Course module viewed,The user with id 'x' viewed the 'forum' activity with course module id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:56",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:56",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:56",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:55",R8Tv0hcc,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:55",R8Tv0hcc,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:55",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:55",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:54",R8Tv0hcc,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:54",R8Tv0hcc,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:54",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:54",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:54",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 21:54",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 13:30",R8Tv0hcc,File: Lab 4 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"19 Feb, 13:30",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Feb, 13:29",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 13:29",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 13:29",R8Tv0hcc,Assignment: Lab 4 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,ws
-,"19 Feb, 13:29",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 13:29",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 13:29",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"14 Feb, 21:54",R8Tv0hcc,File: Lab 4 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"14 Feb, 21:54",R8Tv0hcc,File: Lab 4 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"14 Feb, 21:54",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"14 Feb, 21:54",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"14 Feb, 21:54",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Feb, 17:57",R8Tv0hcc,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x8' in the forum with course module id 'x'.,10.30.0.20,ws
-,"12 Feb, 17:57",R8Tv0hcc,Forum: News forum,Forum,Course module viewed,The user with id 'x' viewed the 'forum' activity with course module id 'x'.,10.30.0.20,ws
-,"12 Feb, 17:57",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Feb, 13:29",R8Tv0hcc,Assignment: Lab 3 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"8 Feb, 17:23",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"8 Feb, 17:23",R8Tv0hcc,Assignment: Lab 3 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"8 Feb, 17:23",R8Tv0hcc,Assignment: Lab 3 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x63' for the assignment with course module id 'x'.,10.30.0.20,web
-,"8 Feb, 17:23",R8Tv0hcc,Assignment: Lab 3 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"8 Feb, 17:22",R8Tv0hcc,Assignment: Lab 3 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"8 Feb, 17:22",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"8 Feb, 17:22",R8Tv0hcc,Assignment: Lab 3 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,ws
-,"8 Feb, 17:22",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"8 Feb, 17:22",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"5 Feb, 20:51",R8Tv0hcc,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x9' in the forum with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 20:50",R8Tv0hcc,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 20:45",R8Tv0hcc,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 20:45",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 18:02",R8Tv0hcc,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 18:02",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 13:00",R8Tv0hcc,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"5 Feb, 13:00",R8Tv0hcc,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"5 Feb, 13:00",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"4 Feb, 22:19",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"1 Feb, 11:27",R8Tv0hcc,Forum: News forum,Forum,Course module viewed,The user with id 'x' viewed the 'forum' activity with course module id 'x'.,10.30.0.20,web
-,"1 Feb, 11:25",R8Tv0hcc,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"1 Feb, 11:20",R8Tv0hcc,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"1 Feb, 11:20",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"31 Jan, 19:13",R8Tv0hcc,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"31 Jan, 19:13",R8Tv0hcc,Assignment: Lab 2 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x90' for the assignment with course module id 'x'.,10.30.0.20,web
-,"31 Jan, 19:13",R8Tv0hcc,Assignment: Lab 2 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"31 Jan, 19:11",R8Tv0hcc,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"31 Jan, 18:33",R8Tv0hcc,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"31 Jan, 18:33",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Jan, 11:50",R8Tv0hcc,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Jan, 11:50",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Jan, 11:22",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Jan, 11:22",R8Tv0hcc,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x8' in the forum with course module id 'x'.,10.30.0.20,web
-,"30 Jan, 11:22",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Jan, 11:21",R8Tv0hcc,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x8' in the forum with course module id 'x'.,10.30.0.20,web
-,"30 Jan, 11:21",R8Tv0hcc,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 18:53",ecxvNjY0,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 18:52",ecxvNjY0,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 18:52",ecxvNjY0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 16:43",ecxvNjY0,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 15:46",ecxvNjY0,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 15:45",ecxvNjY0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"7 May, 20:24",ecxvNjY0,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"7 May, 20:24",ecxvNjY0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"7 May, 20:24",ecxvNjY0,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"7 May, 00:04",ecxvNjY0,Other,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"7 May, 00:04",ecxvNjY0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"7 May, 00:04",ecxvNjY0,Course: myCourseName,System,Course user report viewed,The user with id 'x' viewed the user report for the course with id 'x' for user with id 'x2'.,10.30.0.20,web
-,"3 May, 13:45",ecxvNjY0,Other,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"3 May, 13:45",ecxvNjY0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"3 May, 13:44",ecxvNjY0,Course: myCourseName,System,Course user report viewed,The user with id 'x' viewed the user report for the course with id 'x' for user with id 'x2'.,10.30.0.20,web
-,"30 Apr, 16:49",ecxvNjY0,Course: myCourseName,System,Course user report viewed,The user with id 'x' viewed the user report for the course with id 'x' for user with id 'x2'.,10.30.0.20,web
-,"25 Apr, 16:07",ecxvNjY0,Assignment: Upload for Late Labs 5 - 8,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 00:09",ecxvNjY0,Assignment: Lab 8 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 00:09",ecxvNjY0,Assignment: Lab 8 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x83' for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 00:09",ecxvNjY0,Assignment: Lab 8 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 00:08",ecxvNjY0,Assignment: Lab 8 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 00:08",ecxvNjY0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"22 Apr, 23:31",ecxvNjY0,File: Lecture 8,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"22 Apr, 23:26",ecxvNjY0,Assignment: Lab 8 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"22 Apr, 23:26",ecxvNjY0,File: Lab 8 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"22 Apr, 23:26",ecxvNjY0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 Apr, 10:29",ecxvNjY0,Assignment: Group 7 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"10 Apr, 10:28",ecxvNjY0,Assignment: Group 7 Practical Test,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x04' for the assignment with course module id 'x'.,10.30.0.20,web
-,"10 Apr, 10:28",ecxvNjY0,Assignment: Group 7 Practical Test,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"10 Apr, 10:08",ecxvNjY0,Assignment: Group 7 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"10 Apr, 10:08",ecxvNjY0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 Apr, 10:04",ecxvNjY0,Assignment: Group 7 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
